0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
84 145 143 28 30 144 146 95 8 9 2 115 34 74 72 7 6 57 21 15 48 147
112 1 31 13 113 40 37 36 126 5 93 38 120 105 10 11 4 124 0 23 77 65
152 89 19 0 29 60 54 71 91 139 55 17 107 41 12 83 0 59 -1 0 128 131
20 86 0 -1 0 150 135 69 70 0 51 134 61 39 0 0 -1 96 -1 -1 142 149
81 141 -1 -1 -1 67 76 58 100 -1 122 94 24 49 -1 -1 -1 22 -1 -1 52 87
85 99 -1 -1 -1 35 18 26 137 -1 132 108 80 129 -1 -1 -1 3 -1 -1 16 47
50 92 -1 -1 -1 32 114 121 119 -1 56 140 79 25 -1 -1 -1 0 -1 -1 0 14
98 106 -1 -1 -1 27 127 68 75 -1 43 133 136 64 -1 -1 -1 -1 -1 -1 -1 66
148 125 -1 -1 -1 62 103 138 104 -1 151 46 109 82 -1 -1 -1 -1 -1 -1 -1 110
45 111 -1 -1 -1 101 63 130 53 -1 118 116 123 42 -1 -1 -1 -1 -1 -1 -1 102
117 0 -1 -1 -1 78 33 0 0 -1 97 0 88 0 -1 -1 -1 -1 -1 -1 -1 0
0 -1 -1 -1 -1 0 0 -1 -1 -1 44 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 73 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 90 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
