0 0 0 0 0 0 0 0
188 46 37 16 25 43 73 131
64 135 29 166 183 159 58 99
95 94 83 51 136 85 28 45
143 50 182 93 167 104 138 149
97 59 160 75 148 89 80 139
24 96 184 164 141 109 78 72
86 90 1 113 98 68 147 133
125 3 165 91 84 21 150 156
77 15 88 107 153 178 30 129
137 27 44 33 180 69 39 108
151 187 127 162 61 179 36 103
174 124 172 7 32 55 22 102
48 140 0 155 40 23 38 4
181 189 -1 17 18 74 2 34
41 154 -1 79 185 161 6 128
152 53 -1 60 70 134 35 163
87 20 -1 116 76 132 144 110
186 65 -1 82 126 173 115 168
146 114 -1 122 54 157 145 120
177 9 -1 11 42 117 81 13
123 111 -1 175 62 26 92 171
71 158 -1 170 100 49 10 66
52 121 -1 118 8 119 0 63
101 67 -1 0 56 106 -1 57
47 14 -1 -1 130 0 -1 19
5 31 -1 -1 142 -1 -1 105
176 0 -1 -1 0 -1 -1 0
12 -1 -1 -1 -1 -1 -1 -1
169 -1 -1 -1 -1 -1 -1 -1
112 -1 -1 -1 -1 -1 -1 -1
0 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
