0 0 0 0 0 0 0 0
31 149 16 172 37 118 83 19
139 46 170 168 184 14 102 57
72 92 166 169 182 67 109 66
156 145 93 78 160 157 35 4
129 144 121 150 1 173 6 73
108 94 158 147 88 132 137 43
10 69 23 176 44 134 151 58
80 55 96 5 127 161 41 28
30 113 3 47 165 74 181 159
39 91 15 101 45 107 54 142
2 59 27 52 99 33 126 104
38 90 187 71 131 7 76 89
36 42 124 123 0 155 70 85
22 62 140 177 -1 17 185 138
77 179 189 146 -1 79 18 112
125 178 154 186 -1 60 40 34
86 50 53 87 -1 116 32 128
12 115 162 152 -1 82 61 163
24 135 20 174 -1 122 180 110
97 133 65 48 -1 11 153 171
143 29 114 130 -1 175 84 13
64 0 9 8 -1 117 98 63
188 -1 111 100 -1 26 141 0
105 -1 164 56 -1 49 148 -1
0 -1 75 21 -1 119 167 -1
-1 -1 51 68 -1 106 136 -1
-1 -1 0 81 -1 0 183 -1
-1 -1 -1 103 -1 -1 25 -1
-1 -1 -1 0 -1 -1 95 -1
-1 -1 -1 -1 -1 -1 120 -1
-1 -1 -1 -1 -1 -1 0 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
