0 0 0 0 0 0 0 0
31 63 83 170 37 168 118 13
14 171 142 157 182 169 149 4
67 110 109 173 160 24 139 10
121 34 35 132 165 12 156 28
158 73 179 134 88 86 108 138
69 43 62 161 127 77 135 2
55 58 48 74 44 125 144 38
59 159 174 111 184 137 94 36
96 85 54 107 45 151 50 22
3 39 126 33 99 41 178 176
53 30 76 7 131 181 68 5
154 147 15 162 0 70 21 101
189 150 27 20 -1 185 115 47
140 80 124 65 -1 18 145 87
17 112 187 114 -1 40 81 152
155 128 90 9 -1 32 92 186
79 163 42 91 -1 61 46 146
60 120 56 113 -1 180 103 52
116 172 100 23 -1 153 129 71
82 0 8 164 -1 84 133 177
122 -1 130 75 -1 98 72 123
11 -1 6 93 -1 141 1 143
175 -1 89 51 -1 148 29 97
117 -1 104 166 -1 167 0 78
26 -1 102 16 -1 136 -1 95
49 -1 0 0 -1 183 -1 66
119 -1 -1 -1 -1 25 -1 57
106 -1 -1 -1 -1 64 -1 19
0 -1 -1 -1 -1 188 -1 0
-1 -1 -1 -1 -1 105 -1 -1
-1 -1 -1 -1 -1 0 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1
